"","uid","cat","name","screen_name","description","verified","followers_count","statuses_count"
"1227",194464923,1,"Carly F","CarcarFranklin","Jesus is God. Love is the message. Vote for Marco Rubio 2016 @youversion #Rubio2016","False",520,3793
"1228",2485680174,1,"Dan","Dan_Writes","Short story writer | Freelance technical writer | Book lover | #Bernie2016","False",534,3805
"1229",14875394,1,"Candy Kirby","candykirby","Political fun-maker and former TV writer who enjoys writing pithy social media bios in her spare time. Pro-#gunsense | Pro-#Hillary2016 | Anti-clown","False",9882,3806
"1230",2705610376,1,"Proud Infidel","Conservative986","Conservative with a little libertarian in me. I don't have a filter, so expect to be offended. Pro 2A Pro Israel Anti islam Pro America! Pipe welder in SC","False",1661,3809
"1231",624805598,1,"The Affable Activist","ActNow4Progress","Polite progressive affirmative activism. #UniteBlue #Obama #p2 #BlackLivesMatter #Prochoice #Union #Progressive #Optimist #ConnectTheLeft | Justice Ninja.","False",10892,3809
"1232",22827727,1,"BluEyesWitHope","blueyeswithope","Progressive. Can't wrap my brain around today's Conservatism. Embrace Oneness, there's still Hope! Love political antics (usually), humor & sarcasm. #UniteBlue","False",2017,3817
"1233",293882759,1,"Simone(ﾉ◕ヮ◕)ﾉ*:･ﾟ✧","SimoneDethrow","My life in a word = 奇妙な  My brain = https://t.co/YnGV8P6ada I believe in the separation of Corporation and State. No book burners. No fascists. #FeelTheBern ☺✌","False",753,3823
"1234",29388019,1,"Young Democrats AR","YDArkansas","Young progressive leaders dedicated to engaging, empowering, and mobilizing the Natural State's next generation. We've been the life of the Party since 1945!","False",2926,3828
"1235",26328971,1,"Ryan Sanders","theryansanders","Writer. Pastor. Hubby. Daddy. I lead at Irving Bible Church in Irving, Texas. I write at http://t.co/Q5AIR8tkrs. I hope to see you at one of those places soon.","False",875,3838
"1236",478189568,1,"Conservative Dude","Hoboken_Dave","Republican:  Immigration Earned, Not Given. Anti- Hillary, Iran Deal, Obama Thinking!  NO REFUGEES IN USA !!!!!.            ΜΟΛΩΝ ΛΑΒΕ","False",2301,3841
"1237",35221731,1,"Danny Freeman","DannyEFreeman","@NBCNews 2016 Campaign Embed @NBCPolitics, New York, Colombia, & Dartmouth College.","False",2900,3843
"1238",8512722,1,"CharlieSmith","CharlieSmith","Fmr. National Chairman of the College Republican National Committee, Iowa native, Colorado resident, Attorney, Father/Husband, GOP/conservative activist.","False",1677,3850
"1239",14499288,1,"Nate Cleveland","ncleveland","Boston Sports Fan, Internet Addict, Sustainability-Minded, Anna's Taqueria Loyalist. Brady 3:16. #feeltheBern All views my own","False",796,3857
"1240",16780727,1,"TJF588","TJF588","One who does #FeelTheBern. Gaming enthusiast. Mellowed #i2 and #PeacefulParenting advocate. Sense offender. Recurrently lazy. Hopefully enjoyable.","False",313,3862
"1241",69497938,1,"Brian DeLancey","fatassparty","Event promoter for Underground Elements. If you f%ck with me then you f%ck with the entire trailer park! #NOLA #HouseMusic #WhoDat #Saints #LSU #Hillary2016","False",3289,3869
"1242",2302329205,1,"ASK A VEGAN.","askavegan","Your unapologetic outspoken vegan activist.✌️Fighting for animal / civil / social / lgbtq rights! NEVER BE SILENT. QUESTION AUTHORITY. @joelesvegan #askavegan","False",1229,3869
"1243",78445977,1,"Gerry Connolly","GerryConnolly","Proudly representing Virginia's 11th District","True",9063,3904
"1244",3233697508,1,"Bernie Sanders CT","BernieSandersCT","Working in #Connecticut to make @BernieSanders the next president. #FeelTheBern #Sanders2016","False",3843,3904
"1245",2586164682,1,"Social Politics","Soc_politics","Social Politics a political consulting firm providing essential services for successful political campaigns.","False",942,3908
"1246",1244602136,1,"Doug M  #uniteblue","pissedoffDougM2","62yr old man on Soc.Sec.Dis.I have OK days&bad days but cant deal w/bullshit on any day.Atheist w/attitude.I am not a writer but I have plenty to say.","False",1581,3913
"1247",305163717,1,"Erich Dunkelberger","Jarhead1Mar","Retired, combat Marine veteran; Constitutional Conservative & Tea Party member! LET FREEDOM RING!  #PJNET #tcot #DTOM #Haction Sentinel #CruzCrew #cruztovictory","False",1811,3925
"1248",1703655102,1,"Lori Repp Shock","Lori_Shockingly","Progressive Democratic Socialist sarcastic sledgehammer. Find me on FB - Lori L Repp Shock . I'm even raunchier there! #UniteBlue","False",1093,3927
"1249",128210898,1,"College Democrats NC","CollegeDemsNC","The College Democrats of North Carolina (CDNC) is the official student arm of the Democratic Party in North Carolina. Visit us on Facebook: http://t.co/PnitvMui","False",4050,3973
"1250",3690067995,1,"Rusty Shackleford","LiberalGribble","Make it your mission to foster love, acceptance, and equality in all that you do ~ 15 y/o from NC #LoveAll","False",288,3974
"1251",2162761174,1,"FEELTHEBERN","DaphneeArana","I retweet the news//FUTURE REPORTER Environmental Enthusiast! Humanitarian! #BernieSanders2016 #UnidosConBernie #LatinasforBernie #VEGETARIAN","False",121,3993
"1252",189873822,1,"MySera26","mysera26","liberal: Respect our candidates #Bernie and #Hillary!","False",1682,4012
"1253",2241141565,1,"Tony Fisher","tonyrayfisher","Born in the Bible belt, veteran, Doxie Daddy, love politics and debating, #uniteblue. My views are expressly mine.","False",1348,4024
"1254",16189392,1,"WA Senate Democrats","WASenDemocrats","News and updates from the Washington State Senate Democrats. Tweets by the SDC Communications Team.","False",7517,4036
"1255",124312153,1,"Mark Williams","mark4ceredigion","Welsh Liberal Democrat Member of Parliament for Ceredigion / Aelod Seneddol Y Democratiaid Rhyddfrydol dros Ceredigion","True",6248,4044
"1256",33313202,1,"Vanessa","freeseasons","TV writer • Political satire • Penché Avant (RT's and likes do not imply endorsement) • Volunteer for Bernie Sanders 2016. #SFGiants","False",1842,4049
"1257",2753701960,1,"Garrett Orange","MrRealtorElite","Strong @BernieSanders supporter. It's not about the politician or the labels, it's about the message. #FeelTheBern - #BlackHistoryMonth - #Biracial & Proud","False",614,4062
"1258",468875350,1,"KeepItReal","H0Ron","Bleeding blue in a red state. RWNJ's will be blocked. #UniteBlue","False",1791,4065
"1259",82132833,1,"AllHealthReform","AllHealthReform","The Alliance for Health Reform provides an unbiased source of information to elected officials and their staffs, journalists, policy analysts and advocates.","False",4881,4067
"1260",89293119,1,"Hillary Frey","hilella","Executive Editor at @ThisisFusion. Spouse to and fan of @marklotto. Mom to a tiny monster. Work history way too long to list.","False",3132,4071
"1261",347193582,1,"Tyler Murphy","TylerMurphyKY","American; Kentuckian; teacher; passionate about education, public service, politics; proud @Transy alum; proud Democrat and @HillaryClinton supporter.","False",604,4086
"1262",21002366,1,"The TRUTH","DanMudd","I believe in Jesus, small govt, LIFE, and the opposite of everything liberals stand for. I support @realdonaldtrump for POTUS.","False",1235,4089
"1263",18857707,1,"JoAnne O'Bar Legat","rebellegrrl","Autism Advocate, Political & Social Activist #UniteBlue #twot #Autism #WarEagle https://t.co/mADJzahfGa Retweets≠Endorsements Rainbow City, AL","False",1065,4098
"1264",2414503201,1,"Downtown for Bernie","OcculusPrime","Grassroots campaign organizing to support #BernieSanders for President. @dddustind Donate to https://t.co/YSNFBxtrtv","False",627,4124
"1265",2386082112,1,"Bishop Jones","B10theTRUTH_","•Southern Utah University Football•","False",789,4131
"1266",104905030,1,"jonathan prince","jonathanmprince","@spotify comms/public policy. obama & clinton vet. i like music, fiction, cooking; oceans, mountains, cities; the boy, the lady, & her girl. not in that order.","False",2297,4131
"1267",379453607,1,"Sterl Carpenter","Sterl_Carpenter","President @CollegeDemsRI, former @RaiseupMA & @GinaforRI, political activist, economics & poly sci @universityofri . #Hillary2016","False",762,4142
"1268",17859893,1,"Nat Lowe","natlowe","Community organizer. Ulti nerd. Outreach and comms at @bccla. Tweets are my own. And yes, I do #FeelTheBern!","False",808,4142
"1269",2570143998,1,"christian","clitshit","um... hey bitches! #Bernie2016","False",635,4143
"1270",37920978,1,"Bob Goodlatte","RepGoodlatte","Proudly representing the Sixth Congressional District of Virginia in the U.S. House of Representatives. Chair of @HouseJudiciary. #VA06","True",16726,4148
"1271",18829289,1,"Ashley Knox","bashfullyashley","Copywriter and editor taking a pause from our usual programming to bring you news & thoughts about @BernieSanders + the occasional witty aside.","False",241,4150
"1272",1137275306,1,"abby elizabeth nass","abby_nass","messy buns and Marco Rubio, future employee of Living Water International.","False",463,4150
"1273",324171587,1,"Hispanic Caucus AR","arhispanics","Democratic Hispanic Caucus of AR. Advocates for Hispanic voters working towards making a difference #uniteblue","False",1015,4154
"1274",266628933,1,"R.J. Hufnagel","RJHuf","Writer/Editor, United Steelworkers. 
Former ink-stained wretch.
Opinions are mine, but you're welcome to share them.

#UniteBlue #1u #p2","False",995,4176
"1275",43188998,1,"Stefanie Brown James","StefBrownJames","CEO/Founding Partner, Vestige Strategies - Founder @BrownGirlsLead - Obama 2012 Black Vote Dir. - Former NAACP Field Dir. -Proud Wife","False",3851,4209
"1276",58033385,1,"Augusto Goncalves","MrAugustoG","I wake up looking to better myself, improve my community & bring about positive change in the world! #Hillary2016 #HFA #TeamObama  #ObamaAlumni #ABetterTomorrow","False",688,4216
"1277",50371921,1,"LA Democrats","LAdemocrats","The Los Angeles County Democratic Party","False",14618,4233
"1278",296371888,1,"Rhea","sweets_n_things","Dirty red commie pinko tattooed tramp.  I make soap for nice people. #LSG #UniteBlue","False",2112,4235
"1279",3630049992,1,"Dear Bernie Sanders","DearBernie2016","Human. Doctor of Jurisprudence with a B.A. in American history, and helping to elect Bernie Sanders because corporations shouldn't own people & poverty kills.","False",1269,4260
"1280",840478801,1,"Beat The Odds In SC","SamBarloga","Socially Liberal, Fiscally Keynesian. #Bernie2016","False",615,4264
"1281",440703247,1,"Keith Campbell","KeithBeingKeith","College senior, Love sports, politics...Diehard Denver sports fan. #Bernie2016","False",799,4272
"1282",31561408,1,"Vivacious","viva4peace","Christian, Caregiver, Obama Supporter, Love Natural Hair, Progressive, Child Advocate, Alpha Kappa Alpha #UniteBlue. No tolerance 4 RWNJs,don't want to hear it!","False",1250,4288
"1283",749937876,1,"Ryan Campbell","PoliticallyRyan","Policy analyst, Writer and Co-Founder of http://t.co/PhEgV6QO35.  I write on political #news, #immigration, #LGBT issues and women's rights, ie #waronwomen","False",361,4297
"1284",235660311,1,"Dylan Hewitt","hewittdylan","Proud Upstate NYer, @Penn alum x 2, @HillaryClinton advancer. Fighting for equal rights & opportunity. Yes, I've heard I look like @KevinSpacey. Views=mine.","False",1144,4299
"1285",540060814,1,"Chris Wolff","HashtagChrisss","I watch the games people play and write about it for @isdsports and Sports Illustrated's @CampusRush. Donald Trump's security guy pushed me once.","False",657,4299
"1286",206656321,1,"Ethan Higginbotham","ethanhiggy","I promise I can ugh harder than you. #Bernie2016","False",374,4305
"1287",59222174,1,"o","Nike_Republican","Be Awesome","False",329,4306
"1288",217446893,1,"The New Political","TheNewPolitical","An independent voice on politics and public policy. Want to work for us? Email jobs@thenewpolitical.com for more info.","False",1135,4313
"1289",163713514,1,"CruzCrew","rookitt","Christian, Father of 2 boys, Texans, Rockets, Dynamo, USMNT,  Astros, SyFi, Conservative Republican, Texan","False",489,4318
"1290",595578809,1,"Jeb Bush VEVO","amcnal","Really just a child in a slightly bigger child's body. Owner of http://t.co/R3wQztzOBc, writer at http://t.co/Ae11Bj9ztU and http://t.co/hro9F6oNC1","False",182,4325
"1291",148315696,1,"Project Vote","ProjectVote","National, nonpartisan nonprofit working to ensure that all Americans can register, vote, and cast ballots that count. #VotingRights headlines: @VotingMatters","False",7277,4332
"1292",42995067,1,"Brian Fallon","brianefallon","Press secretary for @HillaryClinton for America. Formerly @TheJusticeDept and @ChuckSchumer spokesman. Brooklyn, NY/Washington, D.C.","False",16316,4334
"1293",352598172,1,"Tejas Conservative","TXGaryM","Conservative from the REPUBLIC of Texas. America needs to wake up, get active and take back our country #TGDN #TCOT","False",1659,4342
"1294",17280918,1,"Baby Boomers4 Bernie","lnewday","How many Boomers out there are for Bernie? Let's hear from you! Join the club and Feel The Bern!! We are in our 50's. Bernie stands up for ALL generations!","False",1154,4346
"1295",190618750,1,"MA Progressive","DemocratMA","","False",302,4361
"1296",242832905,1,"UniteBlue","ednamaemae","wife/mom/nurse/friend/packer fan for life. #UniteBlue. Opinions are expressly my own. Fight for Breast Cancer Cures","False",513,4364
"1297",24735461,1,"Pete Sessions","PeteSessions","I proudly represent the people of Texas' 32nd Congressional District and serve as the Chairman of the House Committee on Rules.","True",16737,4384
"1298",2887988203,1,"Patty Politics","youngblackcon","Patty Politics: Youtube political oppinionator. Conservative, history freak, told I talk white, send me DM for speaking engagements on youtube and real life.","False",2090,4418
"1299",36806703,1,"Joe Higgins","JoeHigginsTD","Socialist and fighter for workers & unemployed. Former Socialist Party TD and MEP. Director of Elections for @RuthCoppingerTD","True",20275,4437
"1300",26539256,1,"Clint in Chino Hills","ItsClintonCraig","I ride bikes","False",182,4440
"1301",348829006,1,"Political Caffeine","politicspc","Political Junkie, Lean Left of Center, Stay away from the Outer Regions, A Republican convert, if I like your tweet I will re tweet! You follow me, I follow you","False",1787,4469
"1302",76208099,1,"Bernie Sanders","JerodSoooo_Gone","Chill ass dude trying to figure out the universe. Backup dancer for Chris Brown.","False",346,4470
"1303",338779219,1,"mike casca","cascamike","charlie's dad, but views are my own. rapid response director for @BernieSanders. strange day out here at windswept fields.","True",3751,4487
"1304",140519774,1,"Rosa DeLauro","rosadelauro","Proud to represent CT's 3rd CD. Italian-American, New Haven native, fierce advocate for a strong middle class & those in need. Tweets from Rosa are signed -Rosa","True",17405,4499
"1305",3676728573,1,"Conservative America","DrBenCarsonites","A Conservative Republican that is tired of liberals ruining our nation.","False",625,4521
"1306",9508922,1,"Jim DeMint","JimDeMint","President of The @Heritage Foundation, former U.S. Senator (R-S.C.), father of 4, author of Falling in Love with America Again.","True",224095,4543
"1307",952112047,1,"WH PRESS SECRETARY","weknowwhatsbest","Parody, but mostly the truth. (For follow back, send DM)","False",83056,4548
"1308",136328466,1,"✨Karebear✨","karebear575","#climatechange believing, tree hugging, LGBTQ-supporting, #BlackLivesMatter believing, random #BernieBroad #women4bernie #Bernie2016","False",1054,4550
"1309",52876882,1,"Bernadette Pauley","BerniePauley","Comedian, Actor, TV Host & Proud Chihuahua Mama","False",928,4551
"1310",3241931810,1,"Iowa for Bernie","Iowa4Bernie","Keep up with the @BernieSanders campaign in Iowa. We're a TRUE grassroots campaign fighting for Bernie! #WeAreBernie MEDIA: Iowa4Bernie@gmail.com","False",7884,4555
"1311",2250261,1,"Andrew Reeves","ajreeves","@WUSTL political science professor. Presidency, elections, voting. Author of the Particularistic President https://t.co/vTDWXan38c","False",936,4556
